No,Case Types,User Grouping_New,User Grouping_Old,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T2.3 - Supporting Unit,T3.1 - Product Owner,T3.2 - Product Owner,T3.3 - Product Owner,T4.1 - Technical Team,T4.2 - Technical Team,T4.3 - Technical Team,T5.1 - Third Party,T5.2 - Third Party,T5.3 - Third Party,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Jenis Produk dan atau Layanan LKPBU,Kategori Permasalahan LKPBU,Jenis Transaksi LKPBU,Penyebab Pengaduan LKPBU,Jenis Produk LBUT,Sandi Jenis  Produk LBUT,Sebab Pengaduan LBUT,Sandi Penyebab LBUT
33.0,1703,Resolution Center,Service & Contact Center - CCT,Individu Umum,Loans,Kartu Kredit,Request,Permintaan Dana Segar (Loan on phone - kartu kredit),Telesales Melakukan Penawaran Pencairan Dana Tunai Kartu Kredit,1.0,"1. Nasabah Setuju
2. Nasabah Tidak Setuju",,,Move to Resolution Center,Telesales,Low,3 ~ 5,2.0,7.0,"Sub: Nasabah Setuju Pengajuan(terusin ke MSU), Nasabah Tidak Setuju Pengajuan(Close di agent); Menunggu konfirmasi OLA Telesales","T1 - Telesales, T3.1 - CDD(OPE MSU)",1.0,,,,6.0,,,,,,,,,7.0,6.0,Partially Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
34.0,1707,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan 6 bln (Bring 6 bln),Nasabah Mengajukan Cicilan atas Transaksi kartu Kredit,1.0,"1. Cicilan 6 bulan
2. Cicilan 12 bulan
3. Cicilan Promo",,,No Change,,Very Low,0 ~ 2,1.0,7.0,"Sub: Cicilan 6 bulan, Cicilan 12 bulan, Cicilan Promo",T3.1 - CDD(OPE MSU),1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
35.0,1708,"Card, Digital Lending & Assset","Card, Digital Lending & Assset","Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Request,"Permintaan Pelunasan Awal Cicilan (Refund Merchant, Dobel Cicilan, Error Cicilan)",Nasabah Mengajukan Pembatalan Cicilan Terhadap Transaksi Kartu Kredit,1.0,"1. Refund Merchant
2. Dobel Cicilan
3. Error Cicilan",,,No Change,,Low,3 ~ 5,2.0,7.0,"Sub: Refund Merchant, Dobel Cicilan, Error Cicilan","T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,,3.0,2.0,,,,,,,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,Kartu Kredit,Pemblokiran/Penutupan/perubahan rekening secara sepihak,Terkait Sistem Pembayaran,Pemahaman karakteristik produk oleh Konsumen,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
36.0,1709,"Card, Digital Lending & Assset","Card, Digital Lending & Assset","Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan (Request Pemegang Kartu),Nasabah Mengajukan Pelunasan Awal Cicilan,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,6.0,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,,3.0,3.0,,,,,,,,7.0,6.0,Done,KKD-OPS-MSU,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
37.0,1711,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan Transaksi Ecommerce (Divisi RPT),Merchant Mengajukan Pembatalan Cicilan Terhadap Transaksi Kartu Kredit Nasabah BRI (FST),,,,,No Change,,Very Low,0 ~ 2,,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,,3.0,2.0,,,,,,,,6.0,5.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
38.0,1712,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan (Reschedule Coll),Nasabah Menunggak Mengajukan Pelunasan Tagihan Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,,3.0,2.0,,,,,,,,6.0,5.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
39.0,1713,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Konversi Cicilan Via RPT (RPT=FST),Merchant Mengajuan konversi cicilan transaksi Kartu Kredit BRI,,,,,No Change,Tiket langsung dikirim ke CDD via MMS,Extremely High,21 ~ 70,30.0,7.0,Need dicsussion between CDD & FST,"T3.1 - FST(MCO), T3.2 - CDD(OPE MSU)",,,,,2.0,6.0,,,,,,,,8.0,7.0,Done,RPT-MCH,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
40.0,1714,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Klaim asuransi kerja sama kartu kredit,Nasabah Mengajukan Klaim Asuransi Kerja Sama Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - CDD(SPD SCD), Include Insurance Company",1.0,,,,10.0,,,,,,,,,11.0,10.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Lainnya,999.0
41.0,1719,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Via Telesales,Nasabah Mengajukan Cicilan Melalui Telesales,1.0,"1. Cicilan 6 bulan
2. Cicilan 12 bulan
3. Cicilan Promo",,,No Change,,Very Low,0 ~ 2,,7.0,"Sub: Cicilan 6 bulan, Cicilan 12 bulan, Cicilan Promo",T3.1 - CDD(OPE MSU),1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
42.0,1721,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Program Cicilan Total Tagihan Kartu Kredit,Nasabah Mengajukan Program Cicilan Total Tagihan Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,7.0,New Case Type -,T3.1 - CDD(OPE MSU),1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
43.0,1722,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan cicilan transaksi belum tertagih merchant (masih di PCAI),Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit yang Belum Terposting,,,,,No Change,,Very Low,0 ~ 2,,14.0,Butuh perpanjangan SLA,T3.1 - CDD(OPE MSU),1.0,,,,10.0,,,,,,,,,11.0,10.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
44.0,1724,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Transaksi Luar Negeri,Nasabah Mengajukan Cicilan atas Transaksi Luar Negeri,,,,,No Change,,Very Low,0 ~ 2,,7.0,,T3.1 - CDD(OPE MSU),1.0,,,,7.0,,,,,,,,,8.0,7.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
45.0,1729,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Penukaran poin program kartu kredit,Nasabah Komplain Perolehan Poin Tidak Sesuai pada Kartu Kredit Co-Branding,,,,,No Change,,Medium,6 ~ 10,5.0,,,"T3.1 - CDD(SPD SCD), Include Vendor",1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,Kartu Kredit,Lain-Lain : Informasi Promo,Terkait Sistem Pembayaran,Lainnya : Informasi Promo dan Hadiah,Kartu Kredit,KK,Lainnya,999.0
46.0,1731,Resolution Center,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Inquiry,Info Tagihan Kartu Kredit ( Blok M / Restrukturisasi ) - (informasi tagihan kartu kredit restruktur),Nasabah Menunggak Menanyakan Informasi Tagihan Kartu Kredit (Restruktur),,,,,Move to Resolution Center,Move to CCT,Low,3 ~ 5,2.0,7.0,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CLL-HC,,,,1A,Credit & Digital Lending,,,,,Kartu Kredit,KK,Keringanan Tagihan Kartu Kredit,110.0
47.0,1738,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Cicilan KK Promtoter,Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit Promtoter,,,,,No Change,,Very Low,0 ~ 2,1.0,7.0,,T3.1 - CDD(OPE MSU),1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
48.0,1802,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Program Dana Tunai Telesales (Kartu Kredit - loan on phone),Nasabah Mengajukan Dana Tunai Kartu Kredit Melalui Telesales (Loan on Phone),,,,,No Change,,Low,3 ~ 5,2.0,,,T3.1 - CDD(OPE MSU),1.0,,,,2.0,,,,,,,,,3.0,2.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,Kartu Kredit,,,Informasi produk kurang memadai,Kartu Kredit,KK,Lainnya,999.0
49.0,1803,Resolution Center,Service & Contact Center - CCT,Individu Umum,Servicing,"Informasi Promo, Program, Produk",Products / Promotion Inquiry,Indogrosir,Nasabah member indogrosir yang sudah tidak aktif dihubungi oleh telesales,,,,,,,,,5.0,5.0,"Hold, Data dari vendor belum diterima kembali. TBC SLA, New Case Type -",T1 - Agent CCT/Frontliner,1.0,,,,5.0,,,,,,,,,6.0,5.0,,LCC-CCTCALL,,,,1A,Credit & Digital Lending,,,,,,,,
50.0,1806,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,promo/program marketing (kartu Kredit),Nasabah Komplain Terkait Promo dan Program Kartu Kredit,1.0,"1. Co-Branding
2. Reguler",,,No Change,,Extremely High,21 ~ 70,26.0,,"Sub: Co-Branding, Reguler","T3.1 - CDD(MPP MSD), T3.2 - CDD(OPE ITEM)",1.0,,,,3.0,2.0,,,,,,,,6.0,5.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,Kartu Kredit,,,Lainnya : Informasi Promo dan Hadiah,Kartu Kredit,KK,Lainnya,999.0
51.0,1813,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,BRIpoin Kartu Kredit,Nasabah Komplain Terkait BRIpoin Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,11.0,New Case Type -,T3.1 - CDD(SPD SCD),1.0,,,,3.0,,,,,,,,,4.0,3.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,Kartu Kredit,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Kartu Kredit,KK,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
52.0,1815,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,"Complain Konversi Cicilan (konversi melalui telesales, agent)",Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Offline,,,,,No Change,,Very Low,0 ~ 2,1.0,14.0,,T3.1 - CDD(OPE MSU),1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,Kartu Kredit,,,Perubahan / pemutusan akad / perjanjian / kontrak,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
53.0,1816,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,"Complain Konversi Cicilan Channel BRI CC Mobile dan Cobrand (BCCM, Merchant, Ecommerce)",Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Online dan BCCM,,,,,No Change,,Low,3 ~ 5,4.0,14.0,,T3.1 - CDD(OPE MSU),1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,Kartu Kredit,,,Perubahan / pemutusan akad / perjanjian / kontrak,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
54.0,2100,Resolution Center,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Inquiry,Informasi Status Kartu Kredit,Nasabah Menanyakan Informasi Status Kartu Kredit,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,KKD-AKK-PLTNM,,,,1A,Credit & Digital Lending,Kartu Kredit,Kegagalan/Keterlambatan Transaksi,Diluar Sistem Pembayaran,Pemahaman karakteristik produk oleh Konsumen,Kartu Kredit,KK,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
55.0,2101,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Nasabah informasi pergi ke Luar Negri (kratu kredit - pembukaan parameter untuk transaksi luar negeri),Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Kredit di Luar Negri,,,,,No Change,,Very Low,0 ~ 2,,,,T3.1 - CDD(ACU OTO),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,Travellers Cheque,,,Lainnya : Transaksi Luar Negeri,ATM dan/atau Kartu Debet,AD,Lainnya,999.0
56.0,2201,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Blokir Kartu Kredit ( blok L ),Nasabah Mengajukan Pemblokiran Permanen Kartu Kredit (Blok L) dan Penggantian Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,1.0,,,"T3.1 - CDD(ACU OTO), T3.2 - CDD(CHARGEBACK), T3.3 - CDD (CLF-1 DATAM)",1.0,,,,1.0,1.0,3.0,,,,,,,6.0,5.0,Done,KKD-CRI-DATAM,,,,1B,Credit & Digital Lending,kartu Kredit,Lain-lain : Pemblokiran Kartu Kredit Hilang,Terkait Sistem Pembayaran,Kelalaian Konsumen,Kartu Kredit,KK,Produk digunakan atau data disalahgunakan oleh orang lain,30.0
57.0,2202,Resolution Center,Operational Risk,Individu Umum,Loans,Kartu Kredit,Request,Permintaan blokir sementara ( blok R ),Nasabah Mengajukan Pemblokiran Sementara Kartu Kredit (Blok R),,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,"Move to CCT, Kalau datang dari ORD tidak harus membuat tiket",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,KKD-RMG-INVEST,,,,1A,Credit & Digital Lending,,,,,Kartu Kredit,KK,Produk digunakan atau data disalahgunakan oleh orang lain,30.0
58.0,2204,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan blokir Kartu Kredit karena meninggal dunia,Ahli Waris Nasabah Mengajukan Pemblokiran Kartu Kredit Karena Meninggal Dunia,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. ktp nasabah",No Change,,Medium,6 ~ 10,8.0,1.0,Document harus lengkap sebelum masuk ke DATAM,T3.1 - CDD(CLF-1 DATAM),1.0,,,,2.0,,,,,,,,,3.0,2.0,Done,KKD-CRI-DATAM,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
59.0,2205,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Buka Blokir S / R (Block reason CL),Nasabah dengan Kolektibilitas Sudah Lancar Mengajukan Pembukaan Blokir S/R,,,,,No Change,,Very Low,0 ~ 2,1.0,3.0,,T3.1 - CDD(CLL CDL),1.0,,,,2.0,,,,,,,,,3.0,2.0,Done,KKD-CLL-BJM,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Produk digunakan atau data disalahgunakan oleh orang lain,30.0
60.0,2206,Operational Risk,Operational Risk,Individu Umum,Loans,Kartu Kredit,Request,Permintaan buka blokir R kartu kredit,Nasabah Mengajukan Pembukaan Blokir Sementara Kartu Kredit (Blok R),,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Very Low,0 ~ 2,1.0,,,T2.1 - ORD(FBI),1.0,1.0,,,,,,,,,,,,2.0,1.0,Done,LCC-FBI,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Produk digunakan atau data disalahgunakan oleh orang lain,30.0
61.0,2207,Resolution Center,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Inquiry,Pembatalan transaksi (produk kartu kredit),Nasabah Mengajukan Pembatalan Transaksi Kartu Kredit,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,8.0,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,KKD-OPS-ITEM,,,,1A,Credit & Digital Lending,Kredit/Pembiayaan Konsumsi,Kegagalan/Keterlambatan Transaksi,Terkait Sistem Pembayaran,Pemahaman karakteristik produk oleh Konsumen,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
62.0,2210,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan pembukaan blokir 3D Secure,Nasabah Mengajukan Pembukaan Blokir 3D Secure pada Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,,,T3.1 - CDD(ACU OTO),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Produk digunakan atau data disalahgunakan oleh orang lain,30.0
63.0,2300,Resolution Center,Service & Contact Center - CCT,Individu Umum,Loans,Kartu Kredit,Inquiry,Informasi Transaksi Kartu Kredit Ditolak,Nasabah Menanyakan Tidak dapat MelakukanTransaksi Kartu Kredit,1.0,"1. Kartu Terblokir
2. Limit Tidak Cukup
3. Kartu Expired
4. Salah Cara Penggunaan",,,Move to Resolution Center,,Very Low,0 ~ 2,,,"Sub: Kartu Terblokir, Limit Tidak Cukup, Kartu Expired, Salah Cara Penggunaan",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,1A,Credit & Digital Lending,,,,,Kartu Kredit,KK,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
64.0,2304,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pembukaan CVC/CRYPT pada Kartu Kredit,Nasabah Mengajukan Pembukaan Blokir CVC/CRYPT pada Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,,,T3.1 - CDD(ACU OTO),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,,,,,Kartu Kredit,KK,Produk digunakan atau data disalahgunakan oleh orang lain,30.0
65.0,2305,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Transaksi Kartu Kredit ditolak karena parameter (propose to change the wording),Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,1.0,,,T3.1 - CDD(ACU OTO),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,Kartu Kredit,Kegagalan/Keterlambatan Transaksi,Terkait Sistem Pembayaran,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Kartu Kredit,KK,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
66.0,2700,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Informasi dan Pendaftaran Autodebet Kartu Kredit,Nasabah Mengajukan Pendaftaran Autodebet Kartu Kredit,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,5.0,3.0,"Add new call type: information pendaftaran autodebet, sekaligus membuat Call type 1102",T3.1 - CDD(CLF-1 DATAM),1.0,,,,3.0,,,,,,,,,4.0,3.0,Done,KKD-CRI-DATAM,,,,1C,Credit & Digital Lending,Kartu Kredit,Lain-Lain : Autodebet Kartu Kredit,Terkait Sistem Pembayaran,Perubahan / pemutusan akad / perjanjian / kontrak,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
67.0,2701,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pembatalan Autodebet Kartu Kredit,Nasabah Mengajukan Pembatalan Autodebet Kartu Kredit,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,8.0,3.0,,T3.1 - CDD(CLF-1 DATAM),1.0,,,,3.0,,,,,,,,,4.0,3.0,Done,KKD-CRI-DATAM,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
68.0,2702,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintan Pengalihan Dana ( Over Booking kartu Kredit BRI),Nasabah Mengajukan Pengalihan Dana/Over Booking Kartu kredit,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,2.0,3.0,,T3.1 - CDD(OPE ITEM),1.0,,,,3.0,,,,,,,,,4.0,3.0,Done,KKD-OPS-ITEM,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
69.0,2703,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Informasi & Pendaftaran Autopayment Kartu Kredit,Nasabah Mengajukan Pendaftaran Autopayment Kartu Kredit,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,6.0,4.0,"Add new call type: information pendaftaran autopayment, sekaligus membuat Call type 1102",T3.1 - CDD(OPE LKK),1.0,,,,4.0,,,,,,,,,5.0,4.0,Done,KKD-OPS-LKK,,,,1C,Credit & Digital Lending,Kartu Kredit,Lain-lain : Pengkinian Data Nasabah,Terkait Sistem Pembayaran,Pemahaman karakteristik produk oleh Konsumen,Kartu Kredit,KK,Lainnya,999.0
70.0,2704,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pembatalan Autopayment Kartu Kredit,Nasabah Mengajukan Pembatalan Autopayment Kartu Kredit,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,3.0,4.0,,T3.1 - CDD(OPE LKK),1.0,,,,4.0,,,,,,,,,5.0,4.0,Done,KKD-OPS-LKK,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
71.0,2705,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pengembalian Dana Ke Rekening BRI,Nasabah Mengajukan Pengembalian Dana (Refund) ke BRI atas Pembayaran Kartu Kredit,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. Buku Tabungan",No Change,,Medium,6 ~ 10,6.0,3.0,,"T3.1 - CDD (OPE ITEM), Include POD(MSR)",1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-AKK-ACQPR,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
72.0,2706,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pengembalian Dana Ke Rekening Bank Lain,Nasabah Mengajukan Pengembalian Dana (Refund) ke Bank Lain atas Pembayaran Kartu Kredit,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. Buku Tabungan",No Change,,Medium,6 ~ 10,7.0,3.0,,"T3.1 - CDD (OPE ITEM), Include POD(MSR)",1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,KKD-OPS-ITEM,,,,1C,Credit & Digital Lending,,,,,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
73.0,2800,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Pembayaran Tagihan Kartu Kredit Belum Masuk,Nasabah Komplain Pembayaran Tagihan Kartu Kredit Belum Masuk,,,1,1. Screen Shot bukti pembayaran,No Change,,Low,3 ~ 5,4.0,3.0,,T3.1 - CDD(OPE ITEM),1.0,,,,4.0,,,,,,,,,5.0,4.0,Done,KKD-OPS-ITEM,,,,1C,Credit & Digital Lending,Kartu Kredit,Kegagalan/Keterlambatan Transaksi,Terkait Sistem Pembayaran,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Kartu Kredit,KK,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
