Call Type Number,Active,Send to Drone?,Additional Details (Formulir Detail),Customer Segment,Product,Sub Product,Case Category,Case Type Description,Sub-Description,List of Required Documents,Team Name,Agent SLA,Level 1 OLA,Level 1 Escalation Team,Level 2 OLA,Level 2 Escalation Team,Level 3 OLA,Level 3 Escalation Team,Level 4 OLA,Level 4 Escalation Team,Total SLA,Total OLA,Maker,Checker,Signer,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,external_id
8705,TRUE,FALSE,"Nasabah Menginformasikan gagal Transaksi dengan Kartu Debit BRI di Luar Negeri
Tanggal Transaksi :
Pada Pukul berapa transaksi Debit online dilakukan:
Nama Merchant
Nominal Transaksi :
Berapa kali transaksi dilakukan :
Nomor terdaftar pada BRImo : (jika sudah terdaftar BRImo)
Nomor Handphone yang dapat dihubungi di luar negeri :
Tanyakan Keterangan gagal saat transaksi : (layar transaksi)
Lokasi Negara
Jangka waktu selama berada di negara tujuan :
Tujuan kunjungan :

Mohon bantuan untuk tindaklanjut. Terima kasih
(Copy Status Kartu Debit dari WBS)

Nasabah Mengajukan Permintaan Buka Parameter Transaksi di Luar Negeri
Lokasi Negara
Jangka waktu selama berada di negara tujuan :
Tujuan kunjungan :
Nomor terdaftar pada BRImo : (jika sudah terdaftar BRImo)
Nomor Handphone yang dapat dihubungi di luar negeri :
Exp card :
Keterangan tambahan :
Jenis jaringan Kartu Debit yang digunakan saat transaksi diluar negeri:

Mohon bantuan untuk tindaklanjut. Terima kasih
(Copy Status Kartu Debit dari WBS)",Individu Umum,Servicing,Kartu Debit,Request,Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Debit di Luar Negeri,,,T3.1 - FST(TSC),1.0,1.0,FST - Transaction & Service Compliance,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,RPT-IRM,,,,,,,,,,,,,,,,,8705
8707,TRUE,FALSE,,Individu Umum,Savings,Tabungan,Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Penutupan Rekening di BRI",,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8707
8708,TRUE,FALSE,"Nasabah melaporkan Indikasi Penipuan dan Sudah ada kerugian transaksi.
Nomor Rekening yang dilaporkan:
Nominal Transaksi:
Tanggal Transaksi:
Jam Transaksi:
Email Pelaporan:
Banyaknya transaksi yang dilakukan:
Media yang digunakan transaksi:
Kronologi Penipuan:

(Copy transaksi yang dilaporkan dari CHS Settle Complain)

Note: Jika korban adalah nasabah Bank lain, sarankan menghubungi bank tersebut juga.

#pnpdebit

Nasabah melaporkan Indikasi Penipuan dan Sudah ada kerugian transaksi.
Nomor Rekening yang dilaporkan :
Nominal Transaksi :
Tanggal transaksi :
Jam Transaksi :
Email Pelapor :
Banyaknya transaksi yang dilakukan :
Media yang digunakan transaksi :
Kronologis Penipuan :

(Copy transaksi yang dilaporkan dari CHS Settle Complain)",Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,Nasabah Melaporkan Penipuan Terhadap Transaksi yang telah dilakukan,,"1. surat pernyataan
2. ktp
3. surat kepolisian
4. bukti transaksi",T2.1 - ORD(FBI),1.0,10.0,ORD - Fraud Management & Recovery Desk,,,,,,,10.0,,,,,,,,,,,,11.0,10.0,LCC-FBI,,,,,,,,,,,,,,,,,8708
8711,TRUE,FALSE,"Nasabah Bank lain melaporkan telah melakukan transaksi dengan indikasi penipuan ke rekening BRI.
Nama pelapor : …
Nama nasabah : …
Nomor rekening : …
Bank pembuka rekening : ( nama Bank dan Cabang )
Transaksi yang dilakukan : Transfer
No rekening tujuan : …
Nama pemilik rek tujuan : …
Nominal yang ditransfer : Rp. …
Sebanyak : … ( berapa kali )
Tanggal transaksi : …
Pukul : … wib
Transfer melalui : ATM BRI…
Layanan yang teregistrasi saat pelaporan : IB / Mobile banking
Keterangan : …………

Note: Jika korban adalah nasabah Bank lain, sarankan menghubungi bank tersebut juga.",Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,Nasabah Bank Lain Melakukan Pelaporan atas Indikasi Penipuan oleh Nasabah BRI,"1. Nasabah bank lain melalui Call Center
2. Bank Lain melalui surat Bilateral","1. surat pernyataan
2. ktp
3. surat kepolisian
4. bukti transaksi",T2.1 - ORD(FBI),1.0,10.0,ORD - Fraud Management & Recovery Desk,,,,,,,10.0,,,,,,,,,,,,11.0,10.0,LCC-FBI,,,,,,,,,,,,,,,,,8711
8712,TRUE,FALSE,"Nasabah melaporkan akun palsu yang mengatasnamakan BRI

Nama Pelapor : ...

Modus Penipuan (yang ditawarkan oleh akun palsu) : ...

Pelapor wajib menyertakan screen capture.",Individu Umum,Savings,Tabungan,Fraud / Suspicious Transactions,Nasabah/Non-Nasabah Melaporkan Contact BRI Palsu,"1. Nomor Telfon
2. Whatsapp
3. Sosmed",,T2.1 - CRS,1.0,1.0,SCC - Customer Resolution,,,,,,,1.0,,,,,,,,,,,,2.0,1.0,LCC-CRS-ORM,,,,,,,,,,,,,,,,,8712
8713,TRUE,TRUE,"Nasabah mengajukan pemindahan saldo kartu BRIZZI

Dari Nomor kartu brizzi yang lama :
ke nomor kartu brizzi baru :
sebesar :
Alasan :
Keterangan tambahan :

Jika kartu yang lama masih bisa terbaca lampirkan 10 mutasi transaksi kartu brizzi
(Lampirkan foto/scan dari brizzi lama dan brizzi baru )
(Apabila nasabah hubungi callcenter, sarankan datang ke uker terdekat untuk mengembalikan/mengganti kartu brizzi lama)

Nasabah gagal top up BRIZZI
Nomor kartu BRIZZI :
Sebesar : Rp. …
Sebanyak : … kali
Gagal di trx yang ke Tanggal : …
Pukul : … wib
Keterangan / Respon : (yang diterima dari mesin EDC,ATM,IB )
Keterangan tambahan : …

( lampirkan 10 mutasi terakhir kartu BRIZZI )

Nasabah gagal transaksi dengan kartu BRIZZI namun saldo berkurang
Nomor kartu BRIZZI :
Sebesar : Rp. …
Sebanyak : … kali
Gagal di trx yang ke Tanggal : …
Pukul : … wib
Keterangan / Respon : (yang diterima dari mesin EDC,ATM,IB )
Keterangan tambahan : …

( lampirkan 10 mutasi terakhir kartu brizzi )",Individu Umum,Servicing,Electronic Money,Complaint - Transaction,Nasabah Komplain Gagal Top Up/Transaksi BRIZZI & Saldo Berkurang,"1. Top Up
2. Transaksi",1. ss mutasi brizzi,"T2.1 - CRS, T2.2 - NFT(ISSUER), Include POD(RSP)",1.0,,,,,,,,,1.0,4.0,,,,,,,,,,,6.0,5.0,LCC-ISSUER,,,,,,,,,,,,,,,,,8713
8717,TRUE,FALSE,,Individu Umum,Servicing,Electronic Money,Fraud / Suspicious Transactions,Nasabah Komplain Kartu BRIZZI Tidak Dapat Digunakan Karena Suspect Card,,,T3.1 - FST(TSC),1.0,,FST - Transaction & Service Compliance,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,RPT-IRM,,,,,,,,,,,,,,,,,8717
8800,TRUE,FALSE,"Nasabah Melaporkan kartu tidak bisa dipergunakan di luar negeri dan ingin pergantian Kartu Debit
Nama Negara yang Nasabah kunjungi :
4 Kode di belakang Jenis Kartu Debit :
No Hp yang bisa dihubungi :
Setuju dengan Biaya pergantian Kartu Debit : ( Ya/Tidak )
Alamat Nasabah di luar negeri :

(Copy Status Kartu Debit dari Cams/WBS)",Individu Umum,Servicing,Kartu Debit,Inquiry,Nasabah Menanyakan Informasi untuk penggantian kartu ATM di Luar Negeri,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CRC,,,,,,,,,,,,,,,,,8800
8805,TRUE,FALSE,"Nasabah Melaporkan Gagal Autodebet
Nomor Peserta BPJS :
Nomor Rekening yang terdaftar autodebet
Jenis BPJS : (BPJS Kesehatan/ BPJS Ketenagakerjaan)
Tanggal Pendebetan BPJS :
Nominal Iuran BPJS yang didebet Setiap Bulan :
Berapa kali terdebet :
Respon yang Muncul Saat transaksi:
Nomor ponsel yang dapat dihubungi

Nasabah Melaporkan Double Autodebet
Nomor Peserta BPJS :
Nomor Rekening yang terdaftar autodebet
Jenis BPJS : (BPJS Kesehatan/ BPJS Ketenagakerjaan)
Tanggal Pendebetan BPJS :
Nominal Iuran BPJS yang didebet Setiap Bulan
Berapa kali terdebet :
Respon yang Muncul Saat transaksi:
Nomor ponsel yang dapat dihubungi:


Nasabah Melaporkan Double Transaksi
Nomor Peserta BPJS :
Nomor Rekening yang terdaftar autodebet
Jenis BPJS : (BPJS Kesehatan/ BPJS Ketenagakerjaan)
Tanggal Pendebetan BPJS :
Nominal Iuran BPJS yang didebet Setiap Bulan :
Berapa kali terdebet :
Respon yang Muncul Saat transaksi:
Nomor ponsel yang dapat dihubungi :


Nasabah Melaporkan Gagal Pembayaran Dikarenakan Kesalahan Nomor BRIVA
Nomor BRIVA yang salah :
Nomor Rekening yang terdaftar autodebet
Nama Pemilik BRIVA yang salah :
Jenis Pembayaran BPJS:
Nominal Pembayaran BRIVA :
Sebanyak berapa kali:
Tanggal transaksi:
Pada pukul berapa transaksi pembayaran BRIVA :
Nomor BRIVA yang benar :
Nama pemilik BRIVA yang benar :
Media Pembayaran melalui:
Respon yang Muncul Saat transaksi:
Nomor ponsel yang dapat dihubungi:


Nasabah Melaporkan Tidak merasa daftar Autodebet BPJS
Nomor Peserta BPJS :
Nomor Rekening yang terdaftar autodebet
Jenis BPJS : (BPJS Kesehatan/ BPJS Ketenagakerjaan)
Tanggal Pendebetan BPJS :
Nominal Iuran BPJS yang didebet Setiap Bulan :
Berapa kali terdebet :
Keterangan Tambahan:
Nomor ponsel yang dapat dihubungi :",Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Permasalahan Pembayaran BPJS Kesehatan,"1. Gagal Auto Debet
2. Kedebet 2x
3. Gagal Pembayaran
4. Keberatan Denda Keterlambatan
5. Gagal Update Status Kebesertaan
6. Tidak merasa daftar autodebet",,"T2.1 - CRS, Include INS/TRB",1.0,4.0,SCC - Customer Resolution,,,,,,,4.0,,,0.0,,,,,,,,,5.0,4.0,LCC-CRC,,,,,,,,,,,,,,,,,8805
8808,TRUE,TRUE,"Nasabah gagal melakukan transaksi :
Pembayaran : PLN
Nomor :
Sebesar : Rp. …
Sebanyak : … kali
Gagal di trx yang ke : _
Tanggal : …
Pukul : …
Melalui : SMS Banking, IB, terminal ATM BRI atau Bank lain (serta lokasinya)
Keterangan / Respon : (apakah nsb sudah melakukan pengecekan ke penyedia layanan, yang diterima dari SMS Banking, Phone Banking, terminal ATM BRI)
Keterangan tambahan : …",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Pembayaran PLN Prabayar & Saldo Berkurang,,,"T2.1 - NFT(ISSUER), Include POD(RSP)",1.0,,,,,,,,,4.0,,,,,,,,,,,,5.0,4.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8808
8809,TRUE,TRUE,"""Nasabah gagal melakukan transaksi :
Pembayaran : PLN
Nomor :
Sebesar : Rp. …
Sebanyak : … kali
Gagal di trx yang ke : _
Tanggal : …
Pukul : …
Melalui : SMS Banking, IB, terminal ATM BRI atau Bank lain (serta lokasinya)
Keterangan / Respon : (apakah nsb sudah melakukan pengecekan ke penyedia layanan, yang diterima dari SMS Banking, Phone Banking, terminal ATM BRI)
Keterangan tambahan : …""",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Pembayaran PLN Pascabayar & Saldo Berkurang,,,"T2.1 - NFT(ISSUER), Include POD(RSP)",1.0,,,,,,,,,4.0,,,,,,,,,,,,5.0,4.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8809
8810,TRUE,TRUE,"Nasabah gagal melakukan transaksi :
Pembayaran : (KK, BAF, PLN, dll)
Nomor : (nomor KK, id pelanggan, dll)
Sebesar : Rp. …
Sebanyak : … kali
Gagal di trx yang ke : _
Tanggal : …
Pukul : …
Melalui : SMS Banking, IB, terminal ATM BRI atau Bank lain (serta lokasinya)
Keterangan / Respon : (apakah nsb sudah melakukan pengecekan ke penyedia layanan, yang diterima dari SMS Banking, Phone Banking, terminal ATM BRI)
Keterangan tambahan : …",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Pembayaran Pajak & Saldo Berkurang,,,"T2.1 - NFT(ISSUER), Include POD(RSP)",1.0,,,,,,,,,4.0,,,,,,,,,,,,5.0,4.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8810
8812,TRUE,FALSE,"Nasabah gagal melakukan transaksi tarik tunai :
Mesin ATM/CRM : BRI
Sebesar : Rp. …
Sebanyak : … kali
Gagal di trx yang ke :
Tanggal Transaksi : …
Pukul : ...
No ID ATM/CRM :
Lokasi Trx : ...
Respon yang Muncul : ...
(Copy CHS)

Transaksi Reversal
Channel yang digunakan : Kartu Debit/ BRImo
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi :
Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
Gagal transaksi ke :
Lokasi transaksi:
Nomor ponsel yang aktif digunakan :
Media yang digunakan:
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
(wajib copy CHS, jika terdapat transaksi)

#partial

Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
Channel yang digunakan : Kartu Debit/ BRImo
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
- Partial
Uang yang keluar:
Uang yang tidak keluar:
Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
Gagal transaksi ke :
Lokasi transaksi:
Nomor ponsel yang aktif digunakan :
Media yang digunakan:
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
(wajib copy CHS )",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,"T2.1 - NFT(ON US), Include POD(RSP)",1.0,3.0,SCC - Non Fraud Transaction  - ON US,,,,,,,3.0,,,,,,,,,,,,4.0,3.0,LCC-ON US,Agent,Supervisor,Manager,,,,,,,,,,,,,,8812
8813,TRUE,FALSE,,UMKM,loans,KTA,Inquiry,Nasabah menanyakan terkait cara pengajuan pinjaman kece,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8813
8899,TRUE,TRUE,,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Bank Lain Komplain Gagal Transfer BI-Fast ke BRI dan saldo berkurang,,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,6.0,5.0,LCC-ACQ,Agent,Supervisor,Manager,,,,,,,,,,,,,,8899
8900,TRUE,FALSE,Nasabah menanyakan perihal ……,All,Savings,Giro,Products / Promotion Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Giro",,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8900
8901,TRUE,FALSE,Nasabah menanyakan perihal ……,Individu Umum,Savings,Tabungan,Products / Promotion Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Tabungan",,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CRC,,,,,,,,,,,,,,,,,8901
8902,TRUE,FALSE,"Nasabah menanyakan perihal : ( catat pertanyaan/kendala nasabah dengan lengkap dan informatif sesuai dengan yang disampaikan Nasabah )
Sudah informasikan sesuai ketentuan di library",Individu Umum,Savings,Deposito,Complaint - Non-Transaction,"Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Deposito",,,"T2.1 - CRS, T4.1 - APP(SDK)",1.0,1.0,SCC - Customer Resolution,2.0,APP - IT Service Desk Function,,,,,1.0,,,,,,2.0,,,,,,4.0,3.0,LCC-CRC,,,,,,,,,,,,,,,,,8902
8905,TRUE,FALSE,,UMKM,Servicing,Aplikasi Commodity Chain,Platform & Device Support,Nasabah komplain terkait aplikasi CommodityChain,,,T3.1 - VAD,1.0,7.0,Value Chain & Assets Product Development,,,,,,,,,,7.0,,,,,,,,,15.0,14.0,VAD,,,,,,,,,,,,,,,,,8905
8906,TRUE,FALSE,,Individu Umum,Servicing,PPID,Inquiry,Nasabah menghubungi meminta informasi publik seputar BRI,,,T2.1 - DPR,1.0,2.0,SCC - Dispute Resolution ,,,,,,,2.0,,,,,,,,,,,,5.0,4.0,LCC-DPR,,,,,,,,,,,,,,,,,8906
8907,TRUE,FALSE,,Individu Umum,Servicing,Taspen,Request,TIket Internal OIA meminta Branch melakukan LKN ke Peserta Taspen untuk Otentifikasi,,,T2.1 - Branch (Uker),1.0,10.0,Branch,,,,,,,10.0,,,,,,,,,,,,21.0,20.0,,,,,,,,,,,,,,,,,,8907
8908,TRUE,FALSE,,Individu Umum,Servicing,Servicing - Layanan Contact Center,Customer Feedback / Sentiment Monitoring,Nasabah Menyampaikan Informasi dan Komplain terkait Kelemahan Security dan System BRI,0,0,T3.1 - Information Security Division,1.0,10.0,Information Security Division,,,,,,,,,,10.0,,,,,,,,,11.0,10.0,,,,,,,,,,,,,,,,,,8908
8912,TRUE,FALSE,"Nasabah menanyakan perihal Program Indonesia Pintar (PIP)
Perihal : (Cara pengajuan / cara pencairan dll)
Sudah info :",Individu Umum,Servicing,Government Programme,Inquiry,Nasabah Menanyakan Informasi Program Pemerintah,"1. Program Indonesia Pintar
2. Keluarga Penerima Manfaat
3. Program Keluarga Harapan",,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTNIK,,,,,,,,,,,,,,,,,8912
8915,TRUE,FALSE,"Nasabah gagal melakukan transaksi setor tunai di terminal CRM BRI :
No TID CRM (wajib) :
Lokasi :
Sebesar : Rp
Sebanyak : kali
Gagal di trx yang ke :
Tanggal :
Pukul : +- wib
No. Ponsel Aktif :
Keterangan / Respon :
Keterangan tambahan :
Note :
Mohon bantuannya untuk tindak lanjut.
Terima kasih.",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Setor Tunai dan uang tertelan di CRM BRI,"1. BRIMO
2. Kartu Debit",,"T2.1 - NFT(ON US), Include POD(RSP), T2.2 - Branch(Uker)",1.0,7.0,SCC - Non Fraud Transaction  - ON US,1.0,Branch,,,,,7.0,,,,,,1.0,,,,,,9.0,8.0,LCC-ON US,Agent,Supervisor,Manager,,,,,,,,,,,,,,8915
8916,TRUE,FALSE,"Nasabah melaporkan komplain bancassurance, agent sudah sampaikan agar konfirmasi langsung ke pihak asuransi yang didaftarkan

Komplain
Nama Lengkap yang terdaftar diAsuransi :
Nomor Polis Peserta Asuransi yang didebet :
Tanggal Pendebetan Asuransi:
Nominal Pendebetan Asuransi:
Respon :
Keterangan Tambahan",Individu Umum,Investment,Bancassurance,Products / Promotion Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Bancassurance",,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CRC,,,,,,,,,,,,,,,,,8916
8919,TRUE,FALSE,"Nasabah menanyakan / komplain terkait Bank Garansi
Detail permasalahan :
Sudah informasikan :",Individu Umum,Savings,Tabungan,Inquiry,Nasabah menanyakan ketentuan dan jenis-jenis bank garansi,,,T2.1 - CRS,1.0,4.0,SCC - Customer Resolution,,,,,,,4.0,,,,,,,,,,,,9.0,8.0,LCC-CRC,,,,,,,,,,,,,,,,,8919
8923,TRUE,FALSE,"Nasabah menanyakan/Komplain terkait Safe Deposit
Detil Permasalahan :
agent sudah sampaikan ketentuan-ketentuan safe Deposit yang berlaku di BRI
(agent bisa copy brief yang sudah disampaikan ke nasabah)",Individu Umum,Servicing,Safe Deposit,Products / Promotion Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Safe Deposit",,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CRC,,,,,,,,,,,,,,,,,8923
8925,TRUE,FALSE,"Nasabah menanyakan/Komplain
Promo/Program :
Detail komplain :
Mohon bantuan tindak lanjut",All,Servicing,"Informasi Promo, Program, Produk",Products / Promotion Inquiry,Nasabah Menanyakan Syarat & Ketentuan Promo & Program BRI,,,"T2.1 - CRS, Include FST",1.0,5.0,SCC - Customer Resolution,,,,,,,5.0,,,,,,,,,,,,6.0,5.0,RPT-ACQ,,,,,,,,,,,,,,,,,8925
8939,TRUE,FALSE,"Nasabah Pinjaman BRIGUNA Mengalami Gagal Bayar Cicilan BRIGUNA:
Tanggal pembayaran yang gagal :
Nominal cicilan :
Dana terhold sebesar (Cash Advance Payment): Rp. ...
Pemberitahuan Status Hold Dana Sehubungan Pembayaran Cicilan Bulanan Fasilitas BRIGUNA. 
Copy Paste tampilan yang di AS 400. (remark dari Agent Leader)",Individu Umum,Loans,KTA,Complaint - Transaction,Nasabah Komplain Terkait Permasalahan Pembayaran Tagihan BRIguna,"1. Gagal Pembayaran (Auto-payment)
2. Hold Berulang kali",,T3.1 - CDD(SPD CLS),1.0,5.0,CDD - Strgy&Prod Briguna Dgtl&Purna-CLS,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,CLS,,,,,,,,,,,,,,,,,8939
8940,TRUE,FALSE,"#BRIgunaDigitalTelesales
Nama Nasabah :
Nomor hp :
Max plafond :
Max tenor :
Suku_bunga :
Nasabah Beminat : Ya/Tidak (pilih salah satu)
Keterangan :

Nasabah melaporkan kendala aplikasi Briguna Digital
Nama :
NIK :
No Telp :
Detail permasalahan :
( Lampirkan foto KTP dan Bukti Screen Capture Aplikasi Briguna Digital )
Mohon ditindaklanjuti.
Terima kasih.",Individu Umum,Loans,KTA - Digital,Platform & Device Support,Nasabah Komplain Gagal Proses Pengajuan BRIguna Digital,"1. Sistem Time Out
2. Wajah Tidak Terdeteksi",ss aplikasi briguna digital,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,DCE,,,,,,,,,,,,,,,,,8940
8941,TRUE,FALSE,"Nasabah menanyakan promo dan Program BRIGuna Digital :
Promo yang berlaku :
Promo yang diterima :
Sudah dijelaskan sesuai pertanyaan nasabah/pemegang kartu
Catat nomor ponsel nasbah yang dapat dihubungi
Mohon bantuan untuk tindak lanjut. Terima kasih",Individu Umum,Loans,KTA - Digital,Products / Promotion Inquiry,Nasabah Menanyakan Terkait Promo dan Program BRIguna Digital,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,CLS,,,,,,,,,,,,,,,,,8941
8942,TRUE,FALSE,"Nasabah melaporkan untuk Permohonan Pelunasan Maju Briguna :
Nama Nasabah :
Nomor Rekening Pinjaman :
Jenis Pinjaman :
NIK :
No HP :
Email :
Keterangan :
Respon :
Mohon bantuan dan tidaklanjut, Terima kasih",Individu Umum,Loans,KTA - Digital,Inquiry,Nasabah Mengajukan Pelunasan Maju (Dipercepat) BRIguna Digital,,,T3.1 - CDD(SPD CLS),1.0,5.0,CDD - Strgy&Prod Briguna Dgtl&Purna-CLS,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,CLS,,,,,,,,,,,,,,,,,8942
8943,TRUE,FALSE,"Nasabah melaporkan kendala aplikasi Briguna Digital
Nama :
NIK :
No Telp :
Detail permasalahan :
( Lampirkan foto KTP dan Bukti Screen Capture Aplikasi Briguna Digital )
Mohon ditindaklanjuti.
Terima kasih.",Individu Umum,Loans,KTA - Digital,Complaint - Transaction,Nasabah Komplain Pencairan BRIguna Digital Tidak Masuk Rekening,,1. ss aplikasi briguna digital,"T3.1 - CDD(SPD CLS), T4.1 - APP(SDK)",1.0,4.0,CDD - Strgy&Prod Briguna Dgtl&Purna-CLS,1.0,APP - IT Service Desk Function,,,,,,,,4.0,,,1.0,,,,,,6.0,5.0,DCE,,,,,,,,,,,,,,,,,8943
8944,TRUE,FALSE,"Nama lengkap:
NIK KTP:
Nomor rekening payroll/gaji:
Detail informasi:",Individu Umum,Loans,KTA - Digital,Request,Nasabah Mengajukan Pengembalian Dana (Refund) Asuransi BRIguna Digital,,,T3.1 - CDD(SPD CLS),1.0,5.0,CDD - Strgy&Prod Briguna Dgtl&Purna-CLS,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,CLS,,,,,,,,,,,,,,,,,8944
8945,TRUE,FALSE,"Nasabah melaporkan kendala aplikasi Briguna Digital
Nama :
NIK :
No Telp :
Detail permasalahan :
( Lampirkan foto KTP dan Bukti Screen Capture Aplikasi Briguna Digital )
Mohon ditindaklanjuti.
Terima kasih.",Individu Umum,Loans,KTA - Digital,Platform & Device Support,Nasabah Komplain Pending Proses Pre-screening BRIguna Digital,,ss aplikasi briguna digital,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,DCE,,,,,,,,,,,,,,,,,8945
8946,TRUE,FALSE,"Nasabah melaporkan kendala aplikasi Briguna Digital
Nama :
NIK :
No Telp :
Detail permasalahan :
( Lampirkan foto KTP dan Bukti Screen Capture Aplikasi Briguna Digital )
Mohon ditindaklanjuti.
Terima kasih.",Individu Umum,Loans,KTA - Digital,Platform & Device Support,Nasabah Komplain Tidak Terima OTP untuk Pendaftaran BRIguna Digital,,,T3.1 - CDD(SPD CLS),1.0,5.0,CDD - Strgy&Prod Briguna Dgtl&Purna-CLS,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,DCE,,,,,,,,,,,,,,,,,8946
8949,TRUE,FALSE,,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna Digital Sistem Timeout,,ss aplikasi briguna digital,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,DCE,,,,,,,,,,,,,,,,,8949
8950,TRUE,FALSE,,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna Digital Wajah Tidak Terdeteksi,,ss aplikasi briguna digital,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,DCE,,,,,,,,,,,,,,,,,8950
8951,TRUE,FALSE,,UMKM,Loans,"KPR, KUR, KMK, KI",Platform & Device Support,KECEKU Fitur Suplesi Otomatis KUPEDES,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,3.0,2.0,DCE,,,,,,,,,,,,,,,,,8951
8952,TRUE,FALSE,,UMKM,Servicing,Senyum Mobile,Platform & Device Support,Aplikasi SenyuM Mobile,,,,1.0,,,,,,,,,,,,2.0,8.0,,,,,,,,11.0,10.0,DCE,,,,,,,,,,,,,,,,,8952
8953,TRUE,FALSE,,UMKM,Savings,Deposito,Complaint - Non-Transaction,Nasabah Komplain Gagal Pembukaan Rekening Tabungan Emas atau Gagal Top Pp Namun Saldo Terdebet,,,,1.0,,,,,,,,,,,,2.0,8.0,,,,,,,,11.0,10.0,DCE,,,,,,,,,,,,,,,,,8953
