No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id
289,8229-1,TRUE,Resolution Center,Individu Umum,Savings,Tabungan,Inquiry,Nasabah Menanyakan Informasi Terkait BRIpoin,Nasabah Menanyakan Informasi dan Cara Penukaran BRIpoin ,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,1.0,New Case Type -,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,8229-1
29,8229-2,TRUE,Funding & Retail Payment,Individu Umum,Savings,Tabungan,Complaint - Transaction,Nasabah Menanyakan Informasi Penukaran BRIpoin,Nasabah Komplain Terkait Gagal Registrasi BRIpoin,,,,,No Change,,Extremely High,21 ~ 70,35.0,7.0,New Case Type -,T3.1 - FST(OPC),1,,,7,,8,7,Partially Done,MAS-BNKNG,,,,1B,Regular Banking,xxx,,8229-2
291,8603-1,TRUE,Application & Operations,"Individu Umum, UMKM",Servicing,Internet Banking,Complaint - Non-Transaction,Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ,Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T2.1 - CRS, T4.1 - APP(SDK)",1,1,,,3,5,4,Done,,,,,1B,Regular Banking,xxx,,8603-1
292,8925-1,TRUE,Resolution Center,All,Servicing,"Informasi Promo, Program, Produk",Complaint - Non-Transaction,Nasabah Komplain Terkait Promo & Program BRI,Nasabah Komplain Terkait Promo & Program BRI,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T2.1 - CRS, Include FST",1,5,,,,6,5,Done,,,,,1B,Regular Banking,xxx,,8925-1
293,8952-1,TRUE,Resolution Center,UMKM,Savings,Tabungan,Inquiry,Nasabah/Non-Nasabah Menanyakan Informasi mengenai Simpedes UMI,"Nasabah/Non-Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Simpedes UMI",,,,,No Change,,Very Low,0 ~ 2,1.0,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,8952-1
294,8952-10,TRUE,Resolution Center,UMKM,Servicing,Senyum Mobile,Inquiry,Nasabah Menanyakan Informasi mengenai Tabungan Emas,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Tabungan Emas via Senyum Mobile",,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,8952-10
295,8952-11,TRUE,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Transaction,Nasabah Komplain Gagal Transaksi BRIVA pada Tabungan Emas,Nasabah Komplain Gagal Transaksi BRIVA pada Tabungan Emas via Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - Confirm with DDB,"T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1,,,1,,11,1,Done,,,,,1B,Regular Banking,xxx,,8952-11
296,8952-12,TRUE,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Pendaftaran Rekening Tabungan Emas,Nasabah Komplain Pendaftaran Rekening Tabungan Emas via Senyum Mobile,1.0,"1. gagal upload foto
2. ketidaksesuaian data dengan DUKCAPIL",,,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Ketidaksesuaian Data dengan DUKCAPIL, Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1,,,7,,8,7,Done,,,,,1B,Regular Banking,xxx,,8952-12
297,8952-13,TRUE,Ultra Micro,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Tabungan Emas,Nasabah Komplain Terkait Promo dan Program Tabungan Emas via Senyum Mobile,,,,,No Change,Ke UMI,Very Low,0 ~ 2,,,New Case Type - Confirm with DDB,T3.1 - UMI,1,,,7,,8,7,Done,,,,,1B,Regular Banking,xxx,,8952-13
298,8952-14,TRUE,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Terkait Kendala Aplikasi Senyum Mobile,Nasabah Komplain Terkait Kendala Aplikasi Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,10.0,New Case Type -,"T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1,,,1,,11,1,Done,DCE,,,,1B,Regular Banking,xxx,,8952-14
299,8952-2,TRUE,Digital Banking,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Pendaftaran Simpedes UMI,Nasabah Komplain Pendaftaran Simpedes UMI,1.0,"1. gagal upload foto
2. ketidaksesuaian data dengan DUKCAPIL",,,Move to Resolution Center,,Very Low,0 ~ 2,11.0,11.0,"New Case Type - Sub: gagal upload foto; ketidaksesuaian data dengan DUKCAPIL, Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1,,,7,,8,7,Done,,,,,1B,Regular Banking,xxx,,8952-2
3,8952-3,TRUE,Ultra Micro,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,,,,,Move to Resolution Center,,Very Low,0 ~ 2,11.0,11.0,New Case Type - Confirm with DDB,T3.1 - UMI,1,,,7,,8,7,Done,,,,,1B,Regular Banking,xxx,,8952-3
301,8952-4,TRUE,Resolution Center,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman BRI,Nasabah Menanyakan Informasi mengenai Pinjaman BRI via Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,8952-4
302,8952-5,TRUE,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman BRI,Nasabah Komplain Pengajuan Pinjaman BRI via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdaftar",,,No Change,,Very Low,0 ~ 2,11.0,11.0,"New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1,,,7,,8,7,Done,,,,,1B,Regular Banking,xxx,,8952-5
303,8952-6,TRUE,Resolution Center,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman MEKAAR PNM,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Pinjaman MEKAAR PNM via Senyum Mobile",,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,8952-6
304,8952-7,TRUE,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdafta",,,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1,,,7,,8,7,Done,,,,,1B,Regular Banking,xxx,,8952-7
305,8952-8,TRUE,Resolution Center,UMKM,Loans,Pawning,Inquiry,Nasabah Menanyakan Informasi mengenai Gadai,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Gadai via Senyum Mobile",,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1B,Regular Banking,xxx,,8952-8
306,8952-9,TRUE,Resolution Center,UMKM,Loans,Pawning,Complaint - Non-Transaction,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai via Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,8952-9
307,TRB-1,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cut off transaksi RTGS, Kliring, Swift, BI-Fast","Nasabah Menanyakan Cut Off Transaksi RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-1
308,TRB-10,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Limit Transaksi Terlalu Kecil,Nasabah Menanyakan dan Mengajukan Limit Transaksi pada QLOLA Apps,,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-10
309,TRB-11,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Perbedaan Exchange Rate,Nasabah Menanyakan Perbedaan Exchange Rate pada QLOLA Apps,,,1,"1. Bukti Transaksi
2. Bukti Nego",No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), T4.1 - APP(SDK), T4.2 - TRB(OHD)",1,,,1,9,11,1,Done,,,,,1C,Regular Banking,xxx,,TRB-11
31,TRB-12,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction)","Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction) pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-12
311,TRB-13,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Aktivasi Platform (QCash, Token)","Nasabah Mengajukan Aktivasi Platform (QCash, Token) pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-13
312,TRB-14,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-14
313,TRB-15,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Reset Password Platform,Nasabah Mengajukan Reset Password Platform,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-15
314,TRB-16,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Lupa user ID Platform,Nasabah Mengajukan Lupa user ID Platform,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-16
315,TRB-17,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang MT,Nasabah Mengajukan Pengiriman Ulang MT 940 (Rekening Koran),,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1,,,3,,4,3,Done,,,,,1B,Regular Banking,xxx,,TRB-17
316,TRB-19,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Penurunan Biaya,"Nasabah Mengajukan Penurunan Biaya RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-19
317,TRB-2,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Fee(Transactional, Non-Transactional)","Nasabah Menanyakan Biaya (Transactional, Non-Transactional) pada QLOLA Apps",,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-2
318,TRB-20,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI pada QLOLA Apps,,,1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include Branch(Uker)",1,,,7,,8,7,Done,,,,,1C,Regular Banking,xxx,,TRB-20
319,TRB-21,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank pada QLOLA Apps,,,1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include POD",1,,,4,,5,4,Done,,,,,1C,Regular Banking,xxx,,TRB-21
32,TRB-22,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary)","Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary) pada QLOLA Apps",1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: OFAC, Internal Compliance, Perbaikan Data Beneficiary","T3.1 - TRB(OHD), Include POD",1,,,2,,3,2,Done,,,,,1C,Regular Banking,xxx,,TRB-22
321,TRB-23,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag pada QLOLA Apps,1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1,1. Surat Permohonan Pengembalian,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: OFAC, Internal Compliance, Perbaikan Data Beneficiary","T3.1 - TRB(OHD), Include POD",1,,,3,,4,3,Done,,,,,1C,Regular Banking,xxx,,TRB-23
322,TRB-24,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-24
323,TRB-41,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,,,1,"1. Surat Permohonan Pengembalian Dana dari Nasabah
2. List Dispute Transaksi",No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1,,,1,,11,1,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-41
324,TRB-25,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Token Tidak Dapat Digunakan,Nasabah Komplain Token Tidak Dapat Digunakan pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include Third Party",1,,,2,,3,2,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-25
325,TRB-42,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Perbaikan Data,Nasabah Mengajukan Permohonan Perbaikan Data pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-42
326,TRB-26,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Akses Platform,Nasabah Tidak Bisa Akses Platform pada QLOLA Apps,1.0,"1. Gangguan System
2. Loading Lama
3. Lupa PIN
4. User ID terblokir
5. Lupa User ID
6. Tidak Terima OTP
7. Tidak Terima Email Notifikasi
8. Auto-Logout",,,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Gangguan System, Loading Lama, Lupa PIN, User ID terblokir, Lupa User ID, Tidak Terima OTP, Tidak Terima Email Notifikasi, Auto-Logout","T3.1 - TRB(OHD), Include APP/ISC",1,,,2,,3,2,Partially Done,,,,,1B,Regular Banking,"Nasabah infokan mengalami kendala saat mengakses Qlola
 Menu yang dikeluhkan :
 Detail kendala :
 Mohon bantuan tindak lanjut
 Terima kasih
 
 Nasabah mengajukan pendaftaran Akses User Qlola
 Nama Perusahaan :
 Inisial Perusahaan/Corp ID BRIcams :
 Nama nasabah :
 User Name BRICAMS :
 Alamat Email :
 Nomor handphone :
 
 Mohon bantuan untuk tindak lanjut
 Terima kasih
 
 Nasabah Menanyakan/Complain terkait Menu Layanan Qlola Apps
 Menu yang dikeluhkan :
 Detail Permasalahan :
 Solusi yang disampaikan :",,TRB-26
327,TRB-43,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-43
328,TRB-27,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1,,,1,,2,1,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-27
329,TRB-44,TRUE,Transaction Banking,Korporasi,Transaction Banking,Virtual Account,Complaint - Transaction,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,,,1,1. Bukti Capture Transaksi BRIVA,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,2,,3,2,Done,,,,,1C,Regular Banking,xxx,,TRB-44
33,TRB-28,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,"Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit)","Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit) pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1,,,1,,2,1,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-28
331,TRB-29,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1,,,1,,2,1,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-29
332,TRB-3,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara penggunaan platform, Token",Nasabah Menanyakan Cara Penggunaan Platform QLOLA Apps,1.0,"1. Set up User
2. Authority/Role
3. Workflow
4. Salah Password
5. Token",,,No Change,Stay in TRB,Very Low,0 ~ 2,,,"New Case Type - Sub: Set up User, Authority/Role, Workflow, Salah Password, Token",T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-3
333,TRB-30,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Notifikasi Email Tidak terkirim,Nasabah Komplain Notifikasi Email Tidak terkirim pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1,,,1,,2,1,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-30
334,TRB-31,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Transfer dan saldo berkurang,Nasabah Komplain Gagal Transfer dan saldo berkurang pada QLOLA Apps,1.0,"1. RTGS
2. Kliring
3. BI-Fast
4. SWIFT
5. Over Book
6. Transfer Online",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: RTGS, Kliring, BI-Fast, SWIFT, Over Book, Transfer Online","T3.1 - TRB(OHD), Inclue APP, Include POD, Include FMA",1,,,2,,3,2,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-31
335,TRB-32,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Double Posting,Nasabah Komplain Transaksi Double Pembukuan pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Transfer, Pembayaran","T3.1 - TRB(OHD), Inclue APP, Include POD, Include FMA",1,,,2,,3,2,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-32
336,TRB-33,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Transfer, Pembayaran","T3.1 - TRB(OHD), Include APP, Include POD",1,,,3,,4,3,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-33
337,TRB-34,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,"Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank","Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank pada QLOLA Apps",,,1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP, Include POD, Include NFT",1,,,3,,4,3,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-34
338,TRB-35,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Melakukan Pembayaran Tagihan,Nasabah Komplain Gagal Melakukan Pembayaran Tagihan  pada QLOLA Apps,1.0,"1. MPN
2. DOPertamina
3. Pupuk Indonesia
4. Semen Indonesia
5. PLN
6. TELKOM
7. BPJS
8. Kartu Kredit Korporasi
9. Pungutan Sawit",,,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: MPN, DOPertamina, Pupuk Indonesia, Semen Indonesia, PLN, TELKOM, BPJS, Kartu Kredit Korporasi, Pungutan Sawit. Dibutuhkan ID Transaksi","T3.1 - TRB(OHD), Include APP, Include POD",1,,,1,,2,1,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-35
339,TRB-36,TRUE,Transaction Banking,Korporasi,Transaction Banking,Virtual Account,Complaint - Transaction,Partner BRIVA Komplain Terima Notifikasi Transaksi namun Dana tidak masuk,Partner BRIVA Komplain Terima Notifikasi Transaksi namun Dana tidak masuk,,,1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1,,,1,,2,1,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-36
34,TRB-37,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Transaksi Karena melebihi cut off time,Nasabah Komplain Gagal Transaksi Karena melebihi cut off time pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP, Include POD",1,,,1,,2,1,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-37
341,TRB-39,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Terkait Pelayanan Relationship Manager,Nasabah Komplain Terkait Pelayanan Relationship Manager,,,,,No Change,,Very Low,0 ~ 2,,3.0,New Case Type -,"T3.1 - TRB(OHD), Include Branch(Uker)",1,,,4,,5,4,Done,,,,,1B,Regular Banking,xxx,,TRB-39
342,TRB-4,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Product ( Pembukaan, Penggunaan, Penutupan)","Nasabah Menanyakan Cara, Syarat & Ketentuan Product (Pembukaan, Penggunaan, Penutupan) pada QLOLA Apps",,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-4
343,TRB-40,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Terkait Pelayanan Helpdesk/Call Center,Nasabah Komplain Terkait Pelayanan Helpdesk TRB,,,,,No Change,,Very Low,0 ~ 2,,3.0,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-40
