No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id,Cleaned Team Name,Level 1 Escalation Team,Level 2 Escalation Team,Level 3 Escalation Team,Level 4 Escalation Team
299.0,8952-2,True,Digital Banking,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Pendaftaran Simpedes UMI,Nasabah Komplain Pendaftaran Simpedes UMI,1.0,"1. gagal upload foto
2. ketidaksesuaian data dengan DUKCAPIL",0,,Move to Resolution Center,,Very Low,0 ~ 2,11.0,11.0,"New Case Type - Sub: gagal upload foto; ketidaksesuaian data dengan DUKCAPIL, Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1.0,,,2.0,,8.0,7.0,Done,,,,,1B,Regular Banking,xxx,,8952-2,"T3.1-DDB(Helpdesk),T3.2-DDB(OPSDigitalApps),(PNM/PEGADAIAN)",T3.1-DDB(Helpdesk),T3.2-DDB(OPSDigitalApps),(PNM/PEGADAIAN),
300.0,8952-3,True,Ultra Micro,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,0.0,,0,,Move to Resolution Center,,Very Low,0 ~ 2,11.0,11.0,New Case Type - Confirm with DDB,T3.1 - UMI,1.0,,,7.0,,8.0,7.0,Done,,,,,1B,Regular Banking,xxx,,8952-3,T3.1-UMI,T3.1-UMI,,,
301.0,8952-4,True,Resolution Center,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman BRI,Nasabah Menanyakan Informasi mengenai Pinjaman BRI via Senyum Mobile,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,,,,,1A,Regular Banking,xxx,,8952-4,T1-CCT/Frontliner,,,,
302.0,8952-5,True,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman BRI,Nasabah Komplain Pengajuan Pinjaman BRI via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdaftar",0,,No Change,,Very Low,0 ~ 2,11.0,11.0,"New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1.0,,,2.0,,8.0,7.0,Done,,,,,1B,Regular Banking,xxx,,8952-5,"T3.1-DDB(Helpdesk),T3.2-DDB(OPSDigitalApps),(PNM/PEGADAIAN)",T3.1-DDB(Helpdesk),T3.2-DDB(OPSDigitalApps),(PNM/PEGADAIAN),
303.0,8952-6,True,Resolution Center,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman MEKAAR PNM,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Pinjaman MEKAAR PNM via Senyum Mobile",0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,,,,,1A,Regular Banking,xxx,,8952-6,T1-CCT/Frontliner,,,,
304.0,8952-7,True,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdafta",0,,No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS Digital Apps), Include (PNM/PEGADAIAN)",1.0,,,2.0,,8.0,7.0,Done,,,,,1B,Regular Banking,xxx,,8952-7,"T3.1-DDB(Helpdesk),T3.2-DDB(OPSDigitalApps),(PNM/PEGADAIAN)",T3.1-DDB(Helpdesk),T3.2-DDB(OPSDigitalApps),(PNM/PEGADAIAN),
305.0,8952-8,True,Resolution Center,UMKM,Loans,Pawning,Inquiry,Nasabah Menanyakan Informasi mengenai Gadai,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Gadai via Senyum Mobile",0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,,,,,1B,Regular Banking,xxx,,8952-8,T1-CCT/Frontliner,,,,
306.0,8952-9,True,Resolution Center,UMKM,Loans,Pawning,Complaint - Non-Transaction,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai via Senyum Mobile,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,,,,,1A,Regular Banking,xxx,,8952-9,T1-CCT/Frontliner,,,,
307.0,TRB-1,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cut off transaksi RTGS, Kliring, Swift, BI-Fast","Nasabah Menanyakan Cut Off Transaksi RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",0.0,,0,,No Change,Stay in TRB,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-1,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
308.0,TRB-10,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Limit Transaksi Terlalu Kecil,Nasabah Menanyakan dan Mengajukan Limit Transaksi pada QLOLA Apps,0.0,,0,,No Change,Stay in TRB,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-10,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
309.0,TRB-11,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Perbedaan Exchange Rate,Nasabah Menanyakan Perbedaan Exchange Rate pada QLOLA Apps,0.0,,1,"1. Bukti Transaksi
2. Bukti Nego",No Change,Stay in TRB,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), T4.1 - APP(SDK), T4.2 - TRB(OHD)",1.0,,,1.0,1.0,11.0,10.0,Done,,,,,1C,Regular Banking,xxx,,TRB-11,"T3.1-TRB(OHD),T4.1-APP(SDK),T4.2-TRB(OHD)",T3.1-TRB(OHD),T4.1-APP(SDK),T4.2-TRB(OHD),
310.0,TRB-12,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction)","Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction) pada QLOLA Apps",0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-12,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
311.0,TRB-13,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Aktivasi Platform (QCash, Token)","Nasabah Mengajukan Aktivasi Platform (QCash, Token) pada QLOLA Apps",0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-13,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
312.0,TRB-14,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi pada QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-14,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
313.0,TRB-15,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Reset Password Platform,Nasabah Mengajukan Reset Password Platform,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-15,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
314.0,TRB-16,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Lupa user ID Platform,Nasabah Mengajukan Lupa user ID Platform,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-16,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
315.0,TRB-17,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang MT,Nasabah Mengajukan Pengiriman Ulang MT 940 (Rekening Koran),0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,3.0,,4.0,3.0,Done,,,,,1B,Regular Banking,xxx,,TRB-17,"T3.1-TRB(OHD),APP",T3.1-TRB(OHD),Application Management & Operation Div,,
316.0,TRB-19,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Penurunan Biaya,"Nasabah Mengajukan Penurunan Biaya RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-19,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
317.0,TRB-2,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Fee(Transactional, Non-Transactional)","Nasabah Menanyakan Biaya (Transactional, Non-Transactional) pada QLOLA Apps",0.0,,0,,No Change,Stay in TRB,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-2,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
318.0,TRB-20,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI pada QLOLA Apps,0.0,,1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include Branch(Uker)",1.0,,,7.0,,8.0,7.0,Done,,,,,1C,Regular Banking,xxx,,TRB-20,"T3.1-TRB(OHD),Branch(Uker)",T3.1-TRB(OHD),Branch - Unit Kerja,,
319.0,TRB-21,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank pada QLOLA Apps,0.0,,1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include POD",1.0,,,4.0,,5.0,4.0,Done,,,,,1C,Regular Banking,xxx,,TRB-21,"T3.1-TRB(OHD),POD",T3.1-TRB(OHD),Payment Operation Division,,
320.0,TRB-22,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary)","Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary) pada QLOLA Apps",1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: OFAC, Internal Compliance, Perbaikan Data Beneficiary","T3.1 - TRB(OHD), Include POD",1.0,,,2.0,,3.0,2.0,Done,,,,,1C,Regular Banking,xxx,,TRB-22,"T3.1-TRB(OHD),POD",T3.1-TRB(OHD),Payment Operation Division,,
321.0,TRB-23,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag pada QLOLA Apps,1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1,1. Surat Permohonan Pengembalian,No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: OFAC, Internal Compliance, Perbaikan Data Beneficiary","T3.1 - TRB(OHD), Include POD",1.0,,,3.0,,4.0,3.0,Done,,,,,1C,Regular Banking,xxx,,TRB-23,"T3.1-TRB(OHD),POD",T3.1-TRB(OHD),Payment Operation Division,,
322.0,TRB-24,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya pada QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-24,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
323.0,TRB-41,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,0.0,,1,"1. Surat Permohonan Pengembalian Dana dari Nasabah
2. List Dispute Transaksi",No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,10.0,,11.0,10.0,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-41,"T3.1-TRB(OHD),APP",T3.1-TRB(OHD),Application Management & Operation Div,,
324.0,TRB-25,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Token Tidak Dapat Digunakan,Nasabah Komplain Token Tidak Dapat Digunakan pada QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include Third Party",1.0,,,2.0,,3.0,2.0,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-25,"T3.1-TRB(OHD),ThirdParty",T3.1-TRB(OHD),ThirdParty,,
325.0,TRB-42,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Perbaikan Data,Nasabah Mengajukan Permohonan Perbaikan Data pada QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-42,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
326.0,TRB-26,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Akses Platform,Nasabah Tidak Bisa Akses Platform pada QLOLA Apps,1.0,"1. Gangguan System
2. Loading Lama
3. Lupa PIN
4. User ID terblokir
5. Lupa User ID
6. Tidak Terima OTP
7. Tidak Terima Email Notifikasi
8. Auto-Logout",0,,No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: Gangguan System, Loading Lama, Lupa PIN, User ID terblokir, Lupa User ID, Tidak Terima OTP, Tidak Terima Email Notifikasi, Auto-Logout","T3.1 - TRB(OHD), Include APP/ISC",1.0,,,2.0,,3.0,2.0,Partially Done,,,,,1B,Regular Banking,"Nasabah infokan mengalami kendala saat mengakses Qlola
 Menu yang dikeluhkan :
 Detail kendala :
 Mohon bantuan tindak lanjut
 Terima kasih
 
 Nasabah mengajukan pendaftaran Akses User Qlola
 Nama Perusahaan :
 Inisial Perusahaan/Corp ID BRIcams :
 Nama nasabah :
 User Name BRICAMS :
 Alamat Email :
 Nomor handphone :
 
 Mohon bantuan untuk tindak lanjut
 Terima kasih
 
 Nasabah Menanyakan/Complain terkait Menu Layanan Qlola Apps
 Menu yang dikeluhkan :
 Detail Permasalahan :
 Solusi yang disampaikan :",,TRB-26,"T3.1-TRB(OHD),APP/ISC",T3.1-TRB(OHD),APP/ISC,,
327.0,TRB-43,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-43,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
328.0,TRB-27,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,1.0,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-27,"T3.1-TRB(OHD),APP",T3.1-TRB(OHD),Application Management & Operation Div,,
329.0,TRB-44,True,Transaction Banking,Korporasi,Transaction Banking,Virtual Account,Complaint - Transaction,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,0.0,,1,1. Bukti Capture Transaksi BRIVA,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,2.0,,3.0,2.0,Done,,,,,1C,Regular Banking,xxx,,TRB-44,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
330.0,TRB-28,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,"Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit)","Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit) pada QLOLA Apps",0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,1.0,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-28,"T3.1-TRB(OHD),APP",T3.1-TRB(OHD),Application Management & Operation Div,,
331.0,TRB-29,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,1.0,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-29,"T3.1-TRB(OHD),APP",T3.1-TRB(OHD),Application Management & Operation Div,,
332.0,TRB-3,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara penggunaan platform, Token",Nasabah Menanyakan Cara Penggunaan Platform QLOLA Apps,1.0,"1. Set up User
2. Authority/Role
3. Workflow
4. Salah Password
5. Token",0,,No Change,Stay in TRB,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: Set up User, Authority/Role, Workflow, Salah Password, Token",T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-3,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
333.0,TRB-30,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Notifikasi Email Tidak terkirim,Nasabah Komplain Notifikasi Email Tidak terkirim pada QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,1.0,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-30,"T3.1-TRB(OHD),APP",T3.1-TRB(OHD),Application Management & Operation Div,,
334.0,TRB-31,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Transfer dan saldo berkurang,Nasabah Komplain Gagal Transfer dan saldo berkurang pada QLOLA Apps,1.0,"1. RTGS
2. Kliring
3. BI-Fast
4. SWIFT
5. Over Book
6. Transfer Online",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: RTGS, Kliring, BI-Fast, SWIFT, Over Book, Transfer Online","T3.1 - TRB(OHD), Inclue APP, Include POD, Include FMA",1.0,,,2.0,,3.0,2.0,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-31,"T3.1-TRB(OHD),InclueAPP,POD,FMA",T3.1-TRB(OHD),InclueAPP,Payment Operation Division,Financial & Management Accounting Div
335.0,TRB-32,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Double Posting,Nasabah Komplain Transaksi Double Pembukuan pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: Transfer, Pembayaran","T3.1 - TRB(OHD), Inclue APP, Include POD, Include FMA",1.0,,,2.0,,3.0,2.0,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-32,"T3.1-TRB(OHD),InclueAPP,POD,FMA",T3.1-TRB(OHD),InclueAPP,Payment Operation Division,Financial & Management Accounting Div
336.0,TRB-33,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: Transfer, Pembayaran","T3.1 - TRB(OHD), Include APP, Include POD",1.0,,,3.0,,4.0,3.0,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-33,"T3.1-TRB(OHD),APP,POD",T3.1-TRB(OHD),Application Management & Operation Div,Payment Operation Division,
337.0,TRB-34,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,"Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank","Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank pada QLOLA Apps",0.0,,1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP, Include POD, Include NFT",1.0,,,3.0,,4.0,3.0,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-34,"T3.1-TRB(OHD),APP,POD,NFT",T3.1-TRB(OHD),Application Management & Operation Div,Payment Operation Division,NFT
338.0,TRB-35,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Melakukan Pembayaran Tagihan,Nasabah Komplain Gagal Melakukan Pembayaran Tagihan  pada QLOLA Apps,1.0,"1. MPN
2. DOPertamina
3. Pupuk Indonesia
4. Semen Indonesia
5. PLN
6. TELKOM
7. BPJS
8. Kartu Kredit Korporasi
9. Pungutan Sawit",0,,No Change,,Very Low,0 ~ 2,0.0,0.0,"New Case Type - Sub: MPN, DOPertamina, Pupuk Indonesia, Semen Indonesia, PLN, TELKOM, BPJS, Kartu Kredit Korporasi, Pungutan Sawit. Dibutuhkan ID Transaksi","T3.1 - TRB(OHD), Include APP, Include POD",1.0,,,1.0,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-35,"T3.1-TRB(OHD),APP,POD",T3.1-TRB(OHD),Application Management & Operation Div,Payment Operation Division,
339.0,TRB-36,True,Transaction Banking,Korporasi,Transaction Banking,Virtual Account,Complaint - Transaction,Partner BRIVA Komplain Terima Notifikasi Transaksi namun Dana tidak masuk,Partner BRIVA Komplain Terima Notifikasi Transaksi namun Dana tidak masuk,0.0,,1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,1.0,,2.0,1.0,Partially Done,,,,,1C,Regular Banking,xxx,,TRB-36,"T3.1-TRB(OHD),APP",T3.1-TRB(OHD),Application Management & Operation Div,,
340.0,TRB-37,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Transaksi Karena melebihi cut off time,Nasabah Komplain Gagal Transaksi Karena melebihi cut off time pada QLOLA Apps,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - TRB(OHD), Include APP, Include POD",1.0,,,1.0,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,xxx,,TRB-37,"T3.1-TRB(OHD),APP,POD",T3.1-TRB(OHD),Application Management & Operation Div,Payment Operation Division,
341.0,TRB-39,True,Transaction Banking,Korporasi,Servicing,Cash Management,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Terkait Pelayanan Relationship Manager,Nasabah Komplain Terkait Pelayanan Relationship Manager,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,3.0,New Case Type -,"T3.1 - TRB(OHD), Include Branch(Uker)",1.0,,,4.0,,5.0,4.0,Done,,,,,1B,Regular Banking,xxx,,TRB-39,"T3.1-TRB(OHD),Branch(Uker)",T3.1-TRB(OHD),Branch - Unit Kerja,,
342.0,TRB-4,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Product ( Pembukaan, Penggunaan, Penutupan)","Nasabah Menanyakan Cara, Syarat & Ketentuan Product (Pembukaan, Penggunaan, Penutupan) pada QLOLA Apps",0.0,,0,,No Change,Stay in TRB,Very Low,0 ~ 2,0.0,0.0,New Case Type -,T3.1 - TRB(OHD),1.0,,,1.0,,2.0,1.0,Done,,,,,1B,Regular Banking,xxx,,TRB-4,T3.1-TRB(OHD),T3.1-TRB(OHD),,,
