No,Case Types,Active,User Grouping_New,Segment,Product,Sub Product,Case Category,Old Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Agent SCC,Eskalasi Team 1 Full,Eskalasi Team 2 Full,Eskalasi Team 3 Full,Eskalasi Team 4 Full,Agent CCT/Frontliner,OLA Eskalasi team 1,OLA Eskalasi team 2,OLA Eskalasi team 3,OLA Eskalasi team 4,Total SLA,New SLA,New SLA.1,Unnamed: 27,Detail BRICare,external_id
281.0,1000-1,True,Digital Banking,Individu Umum,Loans,KTA - Digital,Complaint - Non-Transaction,Nasabah Komplain Terkait Pengajuan CERIA,Nasabah Komplain Terkait Pengajuan CERIA,0.0,,1.0,"1. Screen Shot Keterangan Saat Pengajuan Di Ceria
",Agent CCT/Frontliner,DDB - Helpdesk,DDB - Operational - CERIA,,,1.0,2.0,2.0,,,5,4.0,4.0,match,xxx,1000-1
282.0,2700-1,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah Menanyakan Informasi Pendaftaran Autodebet Kartu Kredit,Nasabah Menanyakan Informasi Pendaftaran Autodebet Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,2700-1
283.0,2703-1,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah Menanyakan Informasi Pendaftaran Autopayment Kartu Kredit,Nasabah Menanyakan Informasi Pendaftaran Autopayment Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,2703-1
284.0,8106-10,True,Resolution Center,Individu Umum,Investment,DPLK,Inquiry,Nomor CIF,Nasabah Menanyakan Nomor CIF DPLK,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8106-10
285.0,8106-11,True,Resolution Center,Individu Umum,Investment,DPLK,Inquiry,Status Proses Claim/penarikan sebagian,Nasabah Menanyakan Status Proses Claim/Penarikan Sebagian DPLK,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8106-11
286.0,8106-7,True,Resolution Center,Individu Umum,Investment,DPLK,Inquiry,Nasabah Menanyakan Saldo DPLK,Nasabah Menanyakan Saldo DPLK,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8106-7
287.0,8106-8,True,Resolution Center,Individu Umum,Investment,DPLK,Inquiry,Nasabah Menanyakan Nomor Kartu,Nasabah Menanyakan Nomor Kartu DPLK,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8106-8
288.0,8106-9,True,Resolution Center,Individu Umum,Investment,DPLK,Inquiry,"Cara, Syarat ketentuan","Nasabah Menanyakan Cara, Syarat, dan Ketentuan DPLK",0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8106-9
289.0,8229-1,True,Resolution Center,Individu Umum,Savings,Tabungan,Inquiry,Nasabah Menanyakan Informasi Terkait BRIpoin,Nasabah Menanyakan Informasi dan Cara Penukaran BRIpoin ,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8229-1
290.0,8229-2,True,Funding & Retail Payment,Individu Umum,Savings,Tabungan,Complaint - Transaction,Nasabah Menanyakan Informasi Penukaran BRIpoin,Nasabah Komplain Terkait Gagal Registrasi BRIpoin,0.0,,0.0,,Agent CCT/Frontliner,FST - Online Payment & Card Services,,,,1.0,7.0,,,,8,7.0,7.0,match,xxx,8229-2
291.0,8603-1,True,Application & Operations,UMKM,Servicing,Internet Banking,Complaint - Non-Transaction,Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ,Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ,0.0,,0.0,,Agent CCT/Frontliner,SCC - Customer Resolution ,APP - IT Service Desk Function,,,1.0,1.0,3.0,,,5,4.0,4.0,match,xxx,8603-1
292.0,8925-1,True,Resolution Center,Individu Umum,Servicing,"Informasi Promo, Program, Produk",Complaint - Non-Transaction,Nasabah Komplain Terkait Promo & Program BRI,Nasabah Komplain Terkait Promo & Program BRI,0.0,,0.0,,Agent CCT/Frontliner,SCC - Customer Resolution ,,,,1.0,5.0,,,,6,5.0,5.0,match,xxx,8925-1
293.0,8952-1,True,Resolution Center,UMKM,Savings,Tabungan,Inquiry,Nasabah/Non-Nasabah Menanyakan Informasi mengenai Simpedes UMI,"Nasabah/Non-Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Simpedes UMI",0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8952-1
294.0,8952-10,True,Resolution Center,UMKM,Servicing,Senyum Mobile,Inquiry,Nasabah Menanyakan Informasi mengenai Tabungan Emas,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Tabungan Emas via Senyum Mobile",0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8952-10
295.0,8952-11,True,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Transaction,Nasabah Komplain Gagal Transaksi BRIVA pada Tabungan Emas,Nasabah Komplain Gagal Transaksi BRIVA pada Tabungan Emas via Senyum Mobile,0.0,,0.0,,Agent CCT/Frontliner,DDB - Helpdesk,DDB - Operational - Digital Apps,,,1.0,2.0,8.0,,,11,10.0,10.0,match,xxx,8952-11
296.0,8952-12,True,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Pendaftaran Rekening Tabungan Emas,Nasabah Komplain Pendaftaran Rekening Tabungan Emas via Senyum Mobile,1.0,"1. gagal upload foto
2. ketidaksesuaian data dengan DUKCAPIL",0.0,,Agent CCT/Frontliner,DDB - Helpdesk,DDB - Operational - Digital Apps,,,1.0,2.0,5.0,,,8,7.0,7.0,match,xxx,8952-12
297.0,8952-13,True,Ultra Micro,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Tabungan Emas,Nasabah Komplain Terkait Promo dan Program Tabungan Emas via Senyum Mobile,0.0,,0.0,,Agent CCT/Frontliner,Ultra Micro Business Division,,,,1.0,7.0,,,,8,7.0,7.0,match,xxx,8952-13
298.0,8952-14,True,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Terkait Kendala Aplikasi Senyum Mobile,Nasabah Komplain Terkait Kendala Aplikasi Senyum Mobile,0.0,,0.0,,Agent CCT/Frontliner,DDB - Helpdesk,DDB - Operational - Digital Apps,,,1.0,2.0,8.0,,,11,10.0,10.0,match,xxx,8952-14
299.0,8952-2,True,Digital Banking,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Pendaftaran Simpedes UMI,Nasabah Komplain Pendaftaran Simpedes UMI,1.0,"1. gagal upload foto
2. ketidaksesuaian data dengan DUKCAPIL",0.0,,Agent CCT/Frontliner,DDB - Helpdesk,DDB - Operational - Digital Apps,,,1.0,2.0,5.0,,,8,7.0,7.0,match,xxx,8952-2
300.0,8952-3,True,Ultra Micro,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,0.0,,0.0,,Agent CCT/Frontliner,Ultra Micro Business Division,,,,1.0,7.0,,,,8,7.0,7.0,match,xxx,8952-3
301.0,8952-4,True,Resolution Center,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman BRI,Nasabah Menanyakan Informasi mengenai Pinjaman BRI via Senyum Mobile,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8952-4
302.0,8952-5,True,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman BRI,Nasabah Komplain Pengajuan Pinjaman BRI via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdaftar",0.0,,Agent CCT/Frontliner,DDB - Helpdesk,DDB - Operational - Digital Apps,,,1.0,2.0,5.0,,,8,7.0,7.0,match,xxx,8952-5
303.0,8952-6,True,Resolution Center,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman MEKAAR PNM,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Pinjaman MEKAAR PNM via Senyum Mobile",0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8952-6
304.0,8952-7,True,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdafta",0.0,,Agent CCT/Frontliner,DDB - Helpdesk,DDB - Operational - Digital Apps,,,1.0,2.0,5.0,,,8,7.0,7.0,match,xxx,8952-7
305.0,8952-8,True,Resolution Center,UMKM,Loans,Pawning,Inquiry,Nasabah Menanyakan Informasi mengenai Gadai,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Gadai via Senyum Mobile",0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8952-8
306.0,8952-9,True,Resolution Center,UMKM,Loans,Pawning,Complaint - Non-Transaction,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai via Senyum Mobile,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,xxx,8952-9
307.0,TRB-1,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cut off transaksi RTGS, Kliring, Swift, BI-Fast","Nasabah Menanyakan Cut Off Transaksi RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-1
308.0,TRB-10,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Limit Transaksi Terlalu Kecil,Nasabah Menanyakan dan Mengajukan Limit Transaksi pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-10
309.0,TRB-11,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Perbedaan Exchange Rate,Nasabah Menanyakan Perbedaan Exchange Rate pada QLOLA Apps,0.0,,1.0,"1. Bukti Transaksi
2. Bukti Nego",Agent CCT/Frontliner,TRB - Operation & Help Desk,APP - IT Service Desk Function,TRB - Operation & Help Desk,,1.0,1.0,1.0,8.0,,11,10.0,10.0,match,xxx,TRB-11
310.0,TRB-12,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction)","Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction) pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-12
311.0,TRB-13,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Aktivasi Platform (QCash, Token)","Nasabah Mengajukan Aktivasi Platform (QCash, Token) pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-13
312.0,TRB-14,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-14
313.0,TRB-15,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Reset Password Platform,Nasabah Mengajukan Reset Password Platform,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-15
314.0,TRB-16,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Lupa user ID Platform,Nasabah Mengajukan Lupa user ID Platform,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-16
315.0,TRB-17,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang MT,Nasabah Mengajukan Pengiriman Ulang MT 940 (Rekening Koran),0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,3.0,,,,4,3.0,3.0,match,xxx,TRB-17
316.0,TRB-19,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Penurunan Biaya,"Nasabah Mengajukan Penurunan Biaya RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-19
317.0,TRB-2,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Fee(Transactional, Non-Transactional)","Nasabah Menanyakan Biaya (Transactional, Non-Transactional) pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-2
318.0,TRB-20,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI pada QLOLA Apps,0.0,,1.0,1. Surat Pernyataan Pengembalian Dana Dari Nasabah,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,7.0,,,,8,7.0,7.0,match,xxx,TRB-20
319.0,TRB-21,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank pada QLOLA Apps,0.0,,1.0,1. Surat Pernyataan Pengembalian Dana Dari Nasabah,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,4.0,,,,5,4.0,4.0,match,xxx,TRB-21
320.0,TRB-22,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary)","Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary) pada QLOLA Apps",1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1.0,1. Surat Pernyataan Pengembalian Dana Dari Nasabah,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,2.0,,,,3,2.0,2.0,match,xxx,TRB-22
321.0,TRB-23,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag pada QLOLA Apps,1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1.0,1. Surat Permohonan Pengembalian,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,3.0,,,,4,3.0,3.0,match,xxx,TRB-23
322.0,TRB-24,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-24
323.0,TRB-41,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,0.0,,1.0,"1. Surat Permohonan Pengembalian Dana Dari Nasabah
2. List Dispute Transaksi",Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,10.0,,,,11,10.0,10.0,match,xxx,TRB-41
324.0,TRB-25,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Token Tidak Dapat Digunakan,Nasabah Komplain Token Tidak Dapat Digunakan pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,2.0,,,,3,2.0,2.0,match,xxx,TRB-25
325.0,TRB-42,True,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Perbaikan Data,Nasabah Mengajukan Permohonan Perbaikan Data pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-42
326.0,TRB-26,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Akses Platform,Nasabah Tidak Bisa Akses Platform pada QLOLA Apps,1.0,"1. Gangguan System
2. Loading Lama
3. Lupa PIN
4. User ID terblokir
5. Lupa User ID
6. Tidak Terima OTP
7. Tidak Terima Email Notifikasi
8. Auto-Logout",0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,2.0,,,,3,2.0,2.0,match,"Nasabah infokan mengalami kendala saat mengakses Qlola
 Menu yang dikeluhkan :
 Detail kendala :
 Mohon bantuan tindak lanjut
 Terima kasih
 
 Nasabah mengajukan pendaftaran Akses User Qlola
 Nama Perusahaan :
 Inisial Perusahaan/Corp ID BRIcams :
 Nama nasabah :
 User Name BRICAMS :
 Alamat Email :
 Nomor handphone :
 
 Mohon bantuan untuk tindak lanjut
 Terima kasih
 
 Nasabah Menanyakan/Complain terkait Menu Layanan Qlola Apps
 Menu yang dikeluhkan :
 Detail Permasalahan :
 Solusi yang disampaikan :",TRB-26
327.0,TRB-43,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-43
328.0,TRB-27,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-27
329.0,TRB-44,True,Transaction Banking,Korporasi,Transaction Banking,Virtual Account,Complaint - Transaction,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,0.0,,1.0,1. Bukti Capture Transaksi Briva,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,2.0,,,,3,2.0,2.0,match,xxx,TRB-44
330.0,TRB-28,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,"Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit)","Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit) pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-28
331.0,TRB-29,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-29
332.0,TRB-3,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara penggunaan platform, Token",Nasabah Menanyakan Cara Penggunaan Platform QLOLA Apps,1.0,"1. Set up User
2. Authority/Role
3. Workflow
4. Salah Password
5. Token",0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-3
333.0,TRB-30,True,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Notifikasi Email Tidak terkirim,Nasabah Komplain Notifikasi Email Tidak terkirim pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-30
334.0,TRB-31,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Transfer dan saldo berkurang,Nasabah Komplain Gagal Transfer dan saldo berkurang pada QLOLA Apps,1.0,"1. RTGS
2. Kliring
3. BI-Fast
4. SWIFT
5. Over Book
6. Transfer Online",1.0,"1. Bukti Transaksi Sukses
2. Rekening Koran",Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,2.0,,,,3,2.0,2.0,match,xxx,TRB-31
335.0,TRB-32,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Double Posting,Nasabah Komplain Transaksi Double Pembukuan pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1.0,"1. Bukti Transaksi Sukses
2. Rekening Koran",Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,2.0,,,,3,2.0,2.0,match,xxx,TRB-32
336.0,TRB-33,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1.0,"1. Bukti Transaksi Sukses
2. Rekening Koran",Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,3.0,,,,4,3.0,3.0,match,xxx,TRB-33
337.0,TRB-34,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,"Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank","Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank pada QLOLA Apps",0.0,,1.0,"1. Bukti Transaksi Sukses
2. Rekening Koran",Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,3.0,,,,4,3.0,3.0,match,xxx,TRB-34
338.0,TRB-35,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Melakukan Pembayaran Tagihan,Nasabah Komplain Gagal Melakukan Pembayaran Tagihan  pada QLOLA Apps,1.0,"1. MPN
2. DOPertamina
3. Pupuk Indonesia
4. Semen Indonesia
5. PLN
6. TELKOM
7. BPJS
8. Kartu Kredit Korporasi
9. Pungutan Sawit",0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-35
339.0,TRB-36,True,Transaction Banking,Korporasi,Transaction Banking,Virtual Account,Complaint - Transaction,Partner BRIVA Komplain Terima Notifikasi Transaksi namun Dana tidak masuk,Partner BRIVA Komplain Terima Notifikasi Transaksi namun Dana tidak masuk,0.0,,1.0,"1. Bukti Transaksi Sukses
2. Rekening Koran",Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-36
340.0,TRB-37,True,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Transaksi Karena melebihi cut off time,Nasabah Komplain Gagal Transaksi Karena melebihi cut off time pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-37
341.0,TRB-39,True,Transaction Banking,Korporasi,Servicing,Cash Management,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Terkait Pelayanan Relationship Manager,Nasabah Komplain Terkait Pelayanan Relationship Manager,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,4.0,,,,5,4.0,4.0,match,xxx,TRB-39
342.0,TRB-4,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Product ( Pembukaan, Penggunaan, Penutupan)","Nasabah Menanyakan Cara, Syarat & Ketentuan Product (Pembukaan, Penggunaan, Penutupan) pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-4
343.0,TRB-40,True,Transaction Banking,Korporasi,Servicing,Cash Management,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Terkait Pelayanan Helpdesk/Call Center,Nasabah Komplain Terkait Pelayanan Helpdesk TRB,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-40
344.0,TRB-5,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Promo/Program","Nasabah Menanyakan Cara, Syarat & Ketentuan Promo/Program pada QLOLA Apps",0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-5
345.0,TRB-6,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara melakukan reset password, Lupa user ID",Nasabah Menanyakan Cara Melakukan Reset Password atau Lupa User ID pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-6
346.0,TRB-7,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,Nasabah Menanyakan Pengajuan Pendaftaran Product Cash Management tidak disetujui,Nasabah Menanyakan Pengajuan Pendaftaran Product Cash Management tidak disetujui pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-7
347.0,TRB-8,True,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,Nasabah Menanyakan Pengajuan Pendaftaran Product BRIVA tidak disetujui,Nasabah Menanyakan Pengajuan Pendaftaran Product BRIVA tidak disetujui pada QLOLA Apps,0.0,,0.0,,Agent CCT/Frontliner,TRB - Operation & Help Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,xxx,TRB-8
